smiles,pIC50,MW,LogP,RO5
Cc1ccn2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,6.6,382.83,5.15,1.0
c1cncc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)c1,6.09,470.54,2.77,0.0
COc1cc2ncnc(Nc3cccc(C#CCCO)c3)c2cc1OC,6.4,349.39,3.12,0.0
O=C(Cc1c(SSc2[nH]c3ccccc3c2CC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,4.42,590.77,7.17,2.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O,4.6,205.17,1.09,0.0
COC(=O)c1ccc(CNC(=O)CCc2c(SSc3[nH]c4ccccc4c3CCC(=O)NCc3ccc(C(=O)OC)c(O)c3)[nH]c3ccccc23)cc1O,4.0,766.9,6.93,3.0
C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,7.35,438.55,3.15,0.0
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1,5.11,301.3,2.36,0.0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.99,466.54,4.35,0.0
COc1ccc2c(c1)CNc1c(NCc3ccccc3)ncnc1O2,5.07,334.38,3.82,0.0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,8.0,581.07,6.14,2.0
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,7.7,466.97,3.96,0.0
COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3C)c2cc1OC,6.62,428.52,5.98,1.0
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,4.64,477.96,4.25,0.0
C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1,7.54,419.87,5.16,1.0
CCCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.32,404.44,3.23,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,5.4,446.91,4.28,0.0
O=C(O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)O)[nH]c2ccccc12,5.38,440.55,5.48,1.0
Nc1ncnc2nn3ccccc3c12,5.0,185.19,0.86,0.0
Brc1cccc(Nc2ccnc3ccccc23)c1,5.26,299.17,4.74,0.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC1C(=O)OC,6.46,612.09,5.83,2.0
COc1cccc(-c2cc(-c3c(O)c4ccccc4oc3=O)nc(N)c2C#N)c1,7.48,385.38,3.69,0.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1ccccc1N(C)C,5.8,618.14,8.2,2.0
COc1cc2ncnc(Nc3nccc4ccccc34)c2cc1OC,5.75,332.36,3.94,0.0
O=[N+]([O-])c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.05,345.16,4.04,0.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,5.06,354.43,3.39,0.0
FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1,5.75,402.35,5.61,1.0
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,9.49,534.62,5.24,2.0
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,9.64,520.6,4.85,1.0
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,6.82,520.6,4.85,1.0
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,9.42,534.62,5.24,2.0
COc1cc2ncnc(Nc3ccccc3N)c2cn1,5.43,267.29,2.36,0.0
CC(=O)Nc1c(Br)cccc1Nc1ncnc2ccncc12,7.53,358.2,3.49,0.0
Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,9.41,339.2,4.62,0.0
CCOc1cc2ncnc(C#Cc3[nH]ccc3-c3ccccc3)c2cc1OCC,8.0,383.45,4.82,0.0
CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)CCc1ccccc1,5.92,417.55,4.73,0.0
CC#CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,6.36,452.52,4.05,0.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2Cl)c1,7.19,576.96,5.01,2.0
C=CC(=O)NCCn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,7.15,400.44,3.17,0.0
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,9.3,440.51,4.22,0.0
Cc1cc(=O)n2nc(SCc3cccc([N+](=O)[O-])c3)nc2[nH]1,6.8,317.33,1.93,0.0
Cc1cc(=O)n2nc(SCc3ccc(Cl)cc3Cl)nc2[nH]1,6.85,341.22,3.33,0.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,7.5,393.44,3.41,0.0
NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc(O)cc1,4.95,455.18,4.31,0.0
NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Br)cc1,5.16,429.17,5.15,1.0
COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,7.52,427.29,5.05,1.0
Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.23,509.97,3.96,1.0
Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,6.96,316.16,3.11,0.0
Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,6.12,495.95,3.53,0.0
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,8.3,598.99,5.57,2.0
CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@@H]4CCc5ccccc54)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,6.42,582.1,7.02,2.0
O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1,4.3,503.49,6.07,2.0
C[C@@H](Nc1[nH]cnc2c3ccccc3nc1-2)c1ccccc1,6.38,288.35,4.24,0.0
CCc1c(NC(=O)OCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,7.4,521.59,4.88,1.0
CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,7.3,350.38,3.09,0.0
O=C(Nc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,7.0,588.7,6.74,2.0
Nc1scc2c1c(Nc1ccc(S(N)(=O)=O)cc1)nc1ncnc(N)c12,4.53,387.45,1.79,0.0
Nc1scc2c1c(NCCO)nc1nc(NCCO)nc(N)c12,4.18,335.39,0.21,1.0
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.89,330.19,3.57,0.0
OCCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,5.13,369.86,4.12,0.0
COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.85,283.34,2.67,0.0
COC(=O)Cc1c(SSSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,4.46,472.61,5.53,1.0
Brc1cccc(Nc2ncnc3ccc4[nH]cnc4c23)c1,7.54,340.18,4.01,0.0
Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,7.38,389.25,5.07,1.0
O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12,4.92,288.69,3.52,0.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,7.96,393.44,3.41,0.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)N5CCN(CCOc6no[n+]([O-])c6S(=O)(=O)c6ccccc6)CC5)CC4)cc3OC)ncc2Cl)c1,7.41,875.36,3.6,2.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCC#CCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.19,831.26,4.0,2.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.01,821.27,4.39,2.0
Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.3,263.3,2.86,0.0
CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,7.24,525.66,4.27,1.0
CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,7.47,571.71,4.79,1.0
CN1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,7.25,497.61,3.5,0.0
CN(C)CCN(C)c1nc(Nc2ccc(F)cc2)nc2cnc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)cc12,7.61,558.71,4.57,1.0
CO[C@H]1[C@@H](N(C)CCC#N)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.96,519.61,4.98,1.0
CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,4.36,512.44,5.77,2.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,4.08,431.93,4.35,0.0
CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,6.85,475.98,5.47,1.0
O=C(Oc1ccc(-c2ccccc2)cc1)c1cc(NCc2cc(O)ccc2O)ccc1O,5.3,427.46,5.3,1.0
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,6.82,275.26,2.11,0.0
CCOC(=O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O,4.7,315.33,2.66,0.0
COc1cccc(-c2cn(-c3ccc(CCN(C)CCO)cc3)c3ncnc(N)c23)c1,6.52,417.51,3.14,0.0
O=C(O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O,4.0,273.24,2.25,0.0
Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,7.75,335.59,4.18,0.0
Brc1cccc(Nc2ncnc3ccncc23)c1,7.46,301.15,3.53,0.0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,8.0,943.49,6.14,2.0
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C(\F)C(=O)NCCN1CCOCC1,7.75,544.0,4.66,1.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,9.0,393.44,3.41,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,9.0,446.91,4.28,0.0
Cc1cc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncn1,5.96,343.79,4.9,0.0
C/C(=C\c1c(C)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1)C(=O)NCCN1CCOCC1,7.55,540.04,4.75,1.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1,4.7,283.26,3.03,0.0
COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.07,496.41,4.74,0.0
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,6.72,384.23,4.63,0.0
Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,6.31,354.21,4.2,0.0
CC(C)N(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)C,6.6,504.43,5.67,2.0
Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,6.06,421.3,5.45,1.0
Oc1ccccc1CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,5.45,376.85,5.34,1.0
CCCCCCCCCCCCNC(=O)/C=C/c1ccccc1,4.42,315.5,5.74,1.0
CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,9.0,395.47,4.23,0.0
NC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(N)=O)[nH]c2ccccc12,4.8,438.58,4.28,0.0
Cc1cncc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCC(N)CC6)c45)ccc32)c1,7.72,467.58,3.5,0.0
NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccnc5)c4)c23)CC1,6.72,453.55,3.19,0.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCN(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1,4.6,460.45,1.69,0.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCN1CCN(CCCNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1,5.16,574.64,1.65,2.0
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COCC6CNCCOC6)c45)ccc32)c1,6.68,501.57,3.76,1.0
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6COCCN6)c45)ccc32)c1,6.19,487.54,3.52,0.0
COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC,5.25,400.44,4.64,0.0
OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.03,447.34,2.23,0.0
Nc1ncnc2c1c(-c1cccc(Cl)c1)cn2-c1ccccc1,6.16,320.78,4.32,0.0
COc1ccccc1CNc1ncnc2cc(N)ncc12,4.0,281.32,2.23,0.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O,5.28,381.41,3.23,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C,7.31,404.87,4.51,0.0
Cl.Clc1cccc(Nc2ncnc3ccccc23)c1,7.3,292.17,4.03,0.0
Nc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cn1,7.82,305.26,3.37,0.0
COc1ccccc1-c1nnc(SCc2ccccc2)o1,4.91,298.37,4.04,0.0
c1ccc(CSc2nnc(-c3ccccc3)o2)cc1,4.78,268.34,4.03,0.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,5.3,336.39,3.14,0.0
COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-],9.49,502.89,4.37,1.0
Nc1cc2ncnc(NCc3ccccc3N)c2cn1,6.64,266.31,1.8,0.0
ClCCN(CCCl)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.9,440.17,5.42,1.0
CNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.1,376.82,3.77,0.0
O=C(/C=C/CN1CCCCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,8.4,481.96,4.93,0.0
O=C(/C=C/CN1CCCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,8.52,467.93,4.54,0.0
O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(F)cc2)=N1,4.85,373.84,4.26,0.0
CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1ccccc1,5.26,336.4,3.19,0.0
C=CC(=O)Nc1cc(Nc2nccc(-c3c(C(=O)OC(C)C)n(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,6.52,585.71,5.08,2.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1OCCN(C)C,6.52,507.98,4.26,1.0
COc1cccc(Nc2ncnc3cc(N)ncc23)c1,6.89,267.29,2.36,0.0
CN(C)[C@@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.52,595.1,6.65,2.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,8.52,557.05,5.93,2.0
O=C(NNC(=O)c1ncc(Cc2ccsc2)s1)Nc1ccccc1,4.39,358.45,3.26,0.0
CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.2,406.24,3.97,0.0
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,7.1,584.1,6.32,2.0
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cncc(Br)c1,5.68,420.08,2.73,0.0
O=C(NS(=O)(=O)c1ccc(F)cc1)c1cccnc1Cl,4.54,314.73,1.99,0.0
Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,8.27,457.38,4.06,0.0
COc1ccc(N2Cc3cnc(Nc4ccccc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1,6.51,431.5,4.09,0.0
CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.91,450.34,4.67,0.0
C=CC(=O)N(C)Cc1ccc(Nc2nc(Nc3cccc(OC)c3)ncc2F)cc1,6.26,407.45,4.26,0.0
C=CC(=O)N1CCOc2ccc(Nc3nc(Nc4ccc(N5CCCC5=O)cc4)ncc3C(C)=O)cc21,7.26,498.54,4.2,0.0
C=CC(=O)N1Cc2ccc(Nc3nc(Nc4ccc(OC)nc4)ncc3F)cc2C1,6.26,406.42,3.53,0.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2F)c1,7.26,380.38,3.63,0.0
Oc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,5.7,287.7,3.67,0.0
C=C(C)C(=O)c1ccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)cc1,7.26,440.45,5.03,1.0
CC(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1.Cl,4.0,427.91,2.53,0.0
C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3cccc(OC)c3)ncc2F)C1,6.26,372.4,2.92,0.0
C=CC(=O)N1CCC[C@H](Nc2nc(Nc3cccc(OC)c3)ncc2F)C1,5.26,371.42,2.96,0.0
C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3cccc(OCCN4CCOCC4)c3)ncc2F)C1,7.26,470.55,2.66,0.0
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C\CN1CCOCC1,9.0,545.97,4.46,1.0
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCOCC1,9.59,545.97,4.46,1.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1,9.57,487.94,5.45,1.0
CN(C)CC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@]12COC[C@H]1C2,9.27,526.01,5.03,2.0
CC(C)n1nc(-c2cc3ccccc3nc2Cl)c2c(N)ncnc21,4.0,338.8,3.86,0.0
COc1ccc(-c2c3c4cc(O)c(OC)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O,6.4,499.48,5.16,1.0
Cc1ccc(S(=O)(=O)N2CCOc3cc4ncnc(Nc5cccc(Br)c5)c4cc3OCC2)cc1,6.82,555.45,4.91,1.0
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,7.35,391.43,3.16,0.0
Clc1cc(Nc2ncnc3ccc(NC4=NC[C@H](COc5ccccc5)O4)cc23)ccc1OCc1nccs1,5.92,559.05,6.31,2.0
COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,5.09,501.93,3.28,1.0
CCOc1cc(N)c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,6.1,540.04,4.71,1.0
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CNCCS(C)(=O)=O)o1,7.35,569.06,5.03,2.0
C#Cc1cccc(Nc2ncnn3ccc(COC[C@@H]4CNCCO4)c23)c1,6.17,363.42,1.96,0.0
Cc1ccc(C2=NN(C3=NC(c4ccccc4)CS3)C(c3ccc4ccccc4c3)C2)cc1,5.28,447.61,7.14,1.0
O=C(O)c1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,4.59,308.34,3.28,0.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,6.68,555.56,4.78,1.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,6.73,555.56,4.78,1.0
COCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.02,435.28,4.2,0.0
COCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.48,465.31,4.17,0.0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC(F)(F)F,5.58,507.88,5.6,2.0
COc1ccc(-c2nn([C@@H]3CCNC3)c3ncnc(N)c23)cc1O,4.9,326.36,1.32,0.0
COc1cc2ncc(C#N)c(Nc3ccc(Br)cc3)c2cc1OC,5.18,384.23,4.63,0.0
COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,5.54,480.37,4.68,0.0
C=CC(=O)Nc1cccc(-n2c(=O)c(C)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,8.24,428.45,3.36,0.0
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(NC(C)=O)cc4)nc32)c1,7.85,441.45,3.0,0.0
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCCC5)cc4)nc32)c1,7.89,453.51,3.64,0.0
COc1ccc(Nc2ncc3ncc(=O)n(-c4cccc(N)c4)c3n2)cc1,4.25,360.38,2.51,0.0
CN(C)C/C=C/C(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccccc4)nc32)c1,6.94,441.5,2.98,0.0
COc1ccc(-c2nn(C[C@@H](C)CO)c3ncnc(N)c23)cc1OC,4.75,343.39,1.72,0.0
Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.89,354.21,4.02,0.0
OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,6.87,456.34,3.4,0.0
COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1OC,4.3,365.39,3.88,0.0
COc1cc2ncc(C#N)c(Nc3cccc(F)c3)c2cc1OC,6.13,323.33,4.01,0.0
COc1cc2ncc(C#N)c(Nc3cc(Cl)c(O)c(Cl)c3)c2cc1OC,5.5,390.23,4.88,0.0
COc1cc2ncc(C#N)c(Nc3cc(Cl)ccc3O)c2cc1OC,4.77,355.78,4.23,0.0
COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3)c2cc1OC,5.82,414.49,5.67,1.0
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3F)ncnc2cc1OCCCN1CCN(C)CC1,6.09,558.68,5.81,2.0
CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,5.48,401.47,3.42,0.0
COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC,6.28,522.78,4.36,1.0
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(CC)nc3OC)c3ncn(C)c3n2)C[C@H]1F,9.0,429.46,1.16,0.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2C(F)(F)F)c1,6.7,430.39,5.16,1.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2C(F)(F)F)c1,7.7,459.43,5.12,1.0
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,6.58,319.37,3.07,0.0
CCNc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1,6.89,555.61,4.49,1.0
COc1cc(Nc2nccc(-c3ccc(NCCN)nc3)n2)cc(OC)c1OC,5.29,396.45,2.68,0.0
FC(F)(F)c1ccc(COc2ccc(Nc3ncnc4cc5c(cc34)OCCOCCOCCOCCO5)cc2)cc1,6.42,585.58,5.79,2.0
COCCN(CCOC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,7.21,478.95,4.15,0.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC,9.74,386.81,4.69,0.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN(C)C,7.9,545.04,5.77,2.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2Cl)c1,7.7,559.05,3.88,1.0
COc1ccccc1C(=O)NCc1ccc(-c2nn([C@@H]3CC[C@H](O)C3)c3ncnc(N)c23)cc1,6.26,458.52,3.1,0.0
Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.0,316.16,3.11,0.0
CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,6.48,378.79,4.6,0.0
C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,5.12,424.86,5.56,1.0
CN(C)CC(CNNC(N)=O)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,5.41,406.91,1.8,0.0
COC[C@@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.88,496.41,4.74,0.0
